name,slug,address,location_id,court_count,surface_type,is_free,has_lights,has_restrooms,has_parking,nets_provided,latitude,longitude,description
Altos Del Mar Volleyball Courts,altos-del-mar-volleyball-courts-miami-beach,"7601 Atlantic Way, Miami Beach, FL 33141",fl_east,2,sand,true,false,true,true,false,25.861487,-80.120266,"Two public outdoor sand beach volleyball courts at Altos Del Mar."
North Beach Oceanside Park Volleyball Courts,north-beach-oceanside-park-volleyball-courts-miami-beach,"Collins Ave at 81st St, Miami Beach, FL 33141",fl_east,2,sand,true,false,true,true,false,25.864684,-80.120172,"Two public beach volleyball courts in North Beach Oceanside Park."
Sand Bowl Volleyball Courts,sand-bowl-volleyball-courts-miami-beach,"7275 Collins Ave, Miami Beach, FL 33141",fl_east,4,sand,true,false,true,true,false,25.858123,-80.120481,"Four public sand volleyball courts adjacent to the Miami Beach Bandshell."
Tatum Park Volleyball Courts,tatum-park-volleyball-courts-miami-beach,"8050 Byron Ave, Miami Beach, FL 33141",fl_east,2,sand,true,false,true,true,false,25.865512,-80.123998,"Two public sand volleyball courts at Tatum Park."
Quincy Park Sand Volleyball Court,quincy-park-sand-volleyball-court-arlington,"1021 N Quincy St, Arlington, VA 22201",dc_metro,1,sand,true,false,true,true,false,38.885611,-77.107981,"Public sand volleyball court available for drop-in play and rentals."
Towers Park Sand Volleyball Court,towers-park-sand-volleyball-court-arlington,"801 S Scott St, Arlington, VA 22204",dc_metro,1,sand,true,false,false,true,false,38.867109,-77.077661,"Public sand volleyball court available for drop-in play and rentals."
Westover Park Sand Volleyball Court,westover-park-sand-volleyball-court-arlington,"1001 N Kennebec St, Arlington, VA 22205",dc_metro,1,sand,true,false,true,true,false,38.880179,-77.135731,"Public sand volleyball court with scheduled drop-in availability."
Alcova Heights Park Sand Volleyball Court,alcova-heights-park-sand-volleyball-court-arlington,"901 S George Mason Dr, Arlington, VA 22204",dc_metro,1,sand,true,false,true,true,false,38.862854,-77.102872,"Public sand volleyball court in Alcova Heights Park."
Virginia Highlands Park Sand Volleyball Court,virginia-highlands-park-sand-volleyball-court-arlington,"1600 S Hayes St, Arlington, VA 22202",dc_metro,,sand,true,false,true,true,false,38.858777,-77.059912,"Public outdoor sand volleyball facility available for drop-in play."
Olney Manor Recreational Park Sand Courts,olney-manor-recreational-park-sand-courts-olney,"16601 Georgia Ave, Olney, MD 20832",dc_metro,2,sand,true,false,true,true,false,39.127522,-77.071154,"Two public sand volleyball courts, including one accessible court."
Ontario Beach Park Volleyball Courts,ontario-beach-park-volleyball-courts-rochester,"4800 Lake Ave, Rochester, NY 14612",ny_western,6,sand,true,false,true,true,false,43.259995,-77.609028,"Six reservable beach volleyball courts at Ontario Beach Park."
Cauley Creek Park Sand Volleyball Courts,cauley-creek-park-sand-volleyball-courts-johns-creek,"7255 Bell Rd, Johns Creek, GA 30097",ga_atl,3,sand,true,false,true,true,true,34.038396,-84.153126,"Three public sand volleyball courts open first-come, first-served when not reserved."
Atlanta Beach House,atlanta-beach-house-suwanee,"811 Brogdon Rd, Suite 112, Suwanee, GA 30024",ga_atl,2,indoor_sand,false,true,true,true,true,34.076762,-84.054142,"Two indoor sand courts operated by Atlanta Volleyball Academy."
Alpharetta Beach Volleyball Courts,alpharetta-beach-volleyball-courts-alpharetta,"1720 Old Milton Pkwy, Suite B, Alpharetta, GA 30009",ga_atl,2,sand,false,false,true,true,true,34.072984,-84.309569,"Two professional outdoor beach volleyball courts with natural sand."
Cedar Beach Volleyball Courts,cedar-beach-volleyball-courts-babylon,"Ocean Pkwy, Babylon, NY 11702",ny_li,,sand,false,false,true,true,true,40.635409,-73.335762,"Oceanfront beach volleyball venue with permanent adjustable nets and seasonal leagues."
Point Lookout Beach Volleyball,point-lookout-beach-volleyball-point-lookout,"1300 Lido Blvd, Point Lookout, NY 11569",ny_li,,sand,false,false,true,true,true,40.591983,-73.599049,"Seasonal organized beach volleyball at Town Park at Point Lookout."
Esker Point Beach Park,esker-point-beach-park-groton,"900 Groton Long Point Rd, Groton, CT 06340",ne_ri,8,sand,true,false,true,true,true,41.320965,-72.000045,"Eight reservable beach volleyball courts at Groton's public Esker Point Beach Park, with active seasonal leagues."
Roosevelt Park Sand Volleyball Court,roosevelt-park-sand-volleyball-court-edison,"151 Parsonage Rd, Edison, NJ 08837",nj_shore,1,sand,true,false,false,true,true,40.554517,-74.340340,"Public sand volleyball court opened by Middlesex County in 2025 on Oak Drive beyond the park lake."
Breakwater Beach Volleyball Courts,breakwater-beach-volleyball-courts-mattituck,"5155 Breakwater Rd, Mattituck, NY 11952",ny_li_east,,sand,false,false,true,true,true,41.013548,-72.560452,"Resident-access beach volleyball courts available for pickup play when not reserved for events or leagues."
Stoneridge Park Sand Volleyball Court,stoneridge-park-sand-volleyball-court-glenshaw,"300 Wetzel Rd, Glenshaw, PA 15116",pa_pitt,1,sand,true,false,false,true,false,40.523858,-79.968969,"Public sand volleyball court at Shaler Township's Stoneridge Park."
Brodie Park Sand Volleyball Court,brodie-park-sand-volleyball-court-new-hartford,"580 West Hill Rd, New Hartford, CT 06057",ct_nw,1,sand,false,false,true,true,false,41.876805,-73.033335,"Sand volleyball court beside West Hill Lake; summer waterfront access requires a beach pass."
Memorial Park Sand Volleyball Court,memorial-park-sand-volleyball-court-mansfield,"111 Hope St, Mansfield, MA 02048",ne_bos,1,sand,true,true,true,true,true,42.032974,-71.209910,"Lighted public sand court hosting Mansfield's seasonal pickup league."
Poplar Beach Volleyball Courts,poplar-beach-volleyball-courts-half-moon-bay,"Poplar St & Railroad Ave, Half Moon Bay, CA 94019",norcal_sf,4,sand,true,false,false,true,true,37.4551716,-122.4446325,"Four seasonal public beach-volleyball courts at Poplar Beach, used by the city league and open first-come when not programmed."
Dockweiler State Beach Volleyball Courts,dockweiler-state-beach-volleyball-courts-playa-del-rey,"12001 Vista del Mar, Playa del Rey, CA 90293",socal_la,,sand,true,false,true,true,true,33.9278880,-118.4342633,"Public beach volleyball courts along Dockweiler State Beach."
Redondo Beach Volleyball Courts,redondo-beach-volleyball-courts-redondo-beach,"400-1700 Esplanade, Redondo Beach, CA 90277",socal_la,,sand,true,false,true,true,true,33.8363080,-118.3881500,"Public beach volleyball courts distributed along Redondo Beach."
Torrance Beach Volleyball Courts,torrance-beach-volleyball-courts-torrance,"387 Paseo de la Playa, Torrance, CA 90501",socal_la,,sand,true,false,true,true,true,33.8114500,-118.3905780,"Public beach volleyball courts at Torrance Beach, also known locally as RAT Beach."
Malibu Surfrider Beach Volleyball Courts,malibu-surfrider-beach-volleyball-courts-malibu,"23050 & 23200 Pacific Coast Hwy, Malibu, CA 90265",socal_la,,sand,true,false,true,true,false,34.0349300,-118.6800400,"Public beach-volleyball play at Malibu Surfrider Beach."
Zuma Beach Volleyball Courts,zuma-beach-volleyball-courts-malibu,"30000 Pacific Coast Hwy, Malibu, CA 90265",socal_la,,sand,true,false,true,true,true,34.0202650,-118.8280060,"Public volleyball courts along Zuma Beach."
Marina Mother's Beach Volleyball Courts,marina-mothers-beach-volleyball-courts-marina-del-rey,"4101 Admiralty Way, Marina del Rey, CA 90292",socal_la,,sand,true,false,true,true,false,33.9821010,-118.4589470,"Public sand volleyball courts at Marina Beach, commonly called Mother's Beach."
West Beach Volleyball Courts,west-beach-volleyball-courts-santa-barbara,"West Beach, Santa Barbara, CA 93109",central_sb,,sand,true,false,true,true,true,34.4091912,-119.6935737,"Public beach-volleyball bank between Stearns Wharf and Santa Barbara Harbor; official city pages publish conflicting court counts."
Indian School Park Sand Courts,indian-school-park-sand-courts-scottsdale,"4289 N Hayden Rd, Scottsdale, AZ 85251",az_phoenix,4,sand,true,true,true,true,true,33.4980373,-111.9096469,"Four lighted public sand courts used for Scottsdale's year-round adult sand-volleyball leagues."
Northsight Park Sand Courts,northsight-park-sand-courts-scottsdale,"8400 E Thunderbird Rd, Scottsdale, AZ 85260",az_phoenix,2,sand,true,true,true,false,true,33.6111600,-111.8996390,"Two lighted public sand volleyball courts at Northsight Park."
Cactus Park Sand Court,cactus-park-sand-court-scottsdale,"7202 E Cactus Rd, Scottsdale, AZ 85260",az_phoenix,1,sand,true,true,true,false,true,33.5967809,-111.9257690,"One lighted public sand volleyball court at Cactus Park."
Boulder Reservoir Sand Courts,boulder-reservoir-sand-courts-boulder,"5565 N 51st St, Boulder, CO 80301",co_denver,2,sand,false,false,true,true,false,40.0711736,-105.2220206,"Two sand volleyball courts beside the Pro Hill picnic area at Boulder Reservoir; admission may apply."
Quail Lake Park Sand Courts,quail-lake-park-sand-courts-colorado-springs,"915 Cheyenne Mountain Blvd, Colorado Springs, CO 80906",co_springs,2,sand,true,false,false,true,false,38.7862060,-104.8023180,"Two public sand volleyball courts at Quail Lake Park."
Olympic Park Sand Courts,olympic-park-sand-courts-aurora,"2465 S Wheel Park Cir, Aurora, CO 80014",co_denver,2,sand,true,false,true,true,false,39.6698889,-104.8057615,"Two reservable public sand volleyball courts at Aurora's Olympic Park."
Fairmont Park Sand Courts,fairmont-park-sand-courts-salt-lake-city,"1040 E Sugarmont Dr, Salt Lake City, UT 84106",ut_slc,3,sand,true,true,true,true,true,40.7226101,-111.8598160,"Three lighted reservable sand volleyball courts with nets at Fairmont Park."
Sunset Park Sand Volleyball Courts,sunset-park-sand-volleyball-courts-las-vegas,"2601 E Sunset Rd, Las Vegas, NV 89120",nv_vegas,7,sand,true,true,true,true,true,36.0715141,-115.1045144,"Seven public sand volleyball courts with reservable and first-come play at Sunset Park."
Calvary Parks Sand Volleyball Courts,calvary-parks-sand-volleyball-courts-albuquerque,"4001 Osuna Rd NE, Albuquerque, NM 87109",nm_abq,,sand,true,true,false,true,true,35.1557660,-106.5978340,"Publicly accessible sand volleyball courts on the Calvary Church Osuna campus, open daily when the campus is open."
Ellenberger Park Sand Volleyball Court,ellenberger-park-sand-volleyball-court-indianapolis,"5301 E St Clair St, Indianapolis, IN 46219",in_indy,1,sand,true,false,true,true,true,39.7778680,-86.0765580,"Free public sand volleyball court at Ellenberger Park."
Carver Sand Volleyball Court,carver-sand-volleyball-court,"939 E 132nd St, Chicago, IL 60827",il_chicago,1,sand,true,false,false,true,true,41.6551896,-87.5992212,"Public sand volleyball court at Carver Park, open during regular park hours."
Rainey Sand Volleyball Court,rainey-sand-volleyball-court,"4350 W 79th St, Chicago, IL 60652",il_chicago,1,sand,true,false,false,true,true,41.7503231,-87.7310042,"Public sand volleyball court at Rainey Park."
Welles Sand Volleyball Court,welles-sand-volleyball-court,"2333 W Sunnyside Ave, Chicago, IL 60625",il_chicago,1,sand,true,false,true,true,true,41.9628179,-87.6866340,"Public sand volleyball court at Welles Park."
Munroe Volleyball Court (Sand),munroe-sand-volleyball-court,"2617 W 105th St, Chicago, IL 60655",il_chicago,1,sand,true,false,false,true,true,41.7025498,-87.6870264,"Public sand volleyball court at Munroe Park."
River Park Volleyball Court (Sand),river-park-sand-volleyball-court,"5100 N Francisco Ave, Chicago, IL 60625",il_chicago,1,sand,true,false,true,true,true,41.9740019,-87.7019624,"Public sand volleyball court at River Park."
Frisco Lake Park Sand Volleyball Courts,frisco-lake-park-sand-volleyball,"1100 E Dennis Ave, Olathe, KS 66061",ks_kc,2,sand,true,false,true,true,false,38.8692096,-94.8032094,"Two public sand volleyball courts at Frisco Lake Park."
English Landing Park Sand Volleyball Courts,english-landing-park-sand-volleyball,"8701 McAfee St, Parkville, MO 64152",ks_kc,3,sand,true,false,true,true,true,39.1859226,-94.6821678,"Three rentable public sand volleyball courts at English Landing Park."
Phalen Regional Park Beach Sand Volleyball Courts,phalen-beach-sand-volleyball,"1400 Phalen Dr, Saint Paul, MN 55106",mn_minn,,sand,true,false,true,true,false,44.9830282,-93.0538807,"Seasonal public sand volleyball courts at Phalen Regional Park Beach."
Lake Susan Park Sand Volleyball Courts,lake-susan-park-sand-volleyball,"903 Lake Dr, Chanhassen, MN 55317",mn_minn,2,sand,true,false,true,true,true,44.8571041,-93.5375883,"Two public sand volleyball courts at Lake Susan Park."
Lakeside Lions Park Sand Volleyball Courts,lakeside-lions-park-sand-volleyball,"7840 Pleasant View Dr, Spring Lake Park, MN 55432",mn_minn,2,sand,true,false,false,true,true,45.1198202,-93.2265882,"Two public sand volleyball courts at Lakeside Lions Park."
Millennium Park Sand Volleyball Courts,millennium-park-sand-volleyball,"1415 Maynard Ave SW, Walker, MI 49534",mi_gr,2,sand,false,false,true,true,true,42.9401854,-85.7443825,"Two seasonal sand courts at Millennium Park: one in the main recreation area and one inside the paid beach area."
Scioto Audubon Metro Park Sand Volleyball Courts,scioto-audubon-sand-volleyball,"400 W Whittier St, Columbus, OH 43215",oh_cbus,3,sand,true,false,true,true,true,39.9445256,-83.0046093,"Three public sand volleyball courts at Scioto Audubon Metro Park."
Juilfs Park Sand Volleyball Courts,juilfs-park-sand-volleyball,"8200 Patton Ave, Cincinnati, OH 45244",oh_cincy,2,sand,true,false,true,true,true,39.0850125,-84.3261118,"Two free first-come sand volleyball courts at Juilfs Park."
Lakewood Park Sand Volleyball Courts,lakewood-park-sand-volleyball,"14532 Lake Ave, Lakewood, OH 44107",oh_cle,2,sand,true,false,true,true,true,41.4931155,-81.7961973,"Two public sand volleyball courts at Lakewood Park."
Holidays Sports Bar and Volleyball,holidays-sports-bar-volleyball-west-seneca,"935 Harlem Rd, West Seneca, NY 14224",ny_western,3,sand,false,true,true,true,true,42.8685128,-78.7867344,"Three sand volleyball courts with year-round leagues; a seasonal dome covers the same sand courts for winter play."
Veterans Park Sand Volleyball Court,veterans-park-sand-volleyball-west-seneca,"1250 Union Rd, West Seneca, NY 14224",ny_western,1,sand,true,false,true,true,true,42.8345468,-78.7546307,"Public sand volleyball court at Veterans Park, locally field-confirmed in 2026."
The R.O.C.K. Outdoor Sand Courts,the-rock-outdoor-sand-courts-west-seneca,"425 Meyer Rd, West Seneca, NY 14224",ny_western,4,sand,false,true,true,true,true,42.8445977,-78.7691641,"Four lighted outdoor sand volleyball courts at The R.O.C.K., locally field-confirmed in 2026; the facility also has separate indoor hard courts."
English Bay Beach Volleyball,english-bay-beach-volleyball-vancouver,"English Bay Beach, Vancouver, BC V6E 1V3",ca_bc_vancouver,,sand,true,false,true,true,false,49.2862660,-123.1435930,"Two seasonal spaces for bring-your-own-poles-and-net beach volleyball at English Bay."
Hastings Park Beach Volleyball Courts,hastings-park-beach-volleyball-vancouver,"2901 E Hastings St, Vancouver, BC V5K 5J1",ca_bc_vancouver,4,sand,true,false,true,true,false,49.2830614,-123.0423490,"Four seasonal permanent sand courts at Plateau Sports Park in Hastings Park."
Jericho Beach Volleyball,jericho-beach-volleyball-vancouver,"3941 Point Grey Rd, Vancouver, BC V6R 1B5",ca_bc_vancouver,,sand,true,false,true,true,false,49.2716599,-123.1914351,"Two seasonal bring-your-own-poles-and-net beach volleyball spaces at Jericho Beach."
Kitsilano Beach Volleyball Courts,kitsilano-beach-volleyball-vancouver,"1499 Arbutus St, Vancouver, BC V6J 5N2",ca_bc_vancouver,7,sand,true,false,true,true,false,49.2758353,-123.1522428,"Seven seasonal permanent beach volleyball courts at Kitsilano Beach."
Locarno Beach Volleyball,locarno-beach-volleyball-vancouver,"4445 NW Marine Dr, Vancouver, BC V6R 1B9",ca_bc_vancouver,,sand,true,false,true,true,false,49.2751577,-123.2101454,"Six seasonal bring-your-own-poles-and-net beach volleyball spaces at Locarno Beach."
Shaughnessy Street Beach Volleyball Courts,shaughnessy-street-beach-volleyball-vancouver,"Shaughnessy St at Fraser River, Vancouver, BC",ca_bc_vancouver,5,sand,true,false,false,true,false,49.2022138,-123.1248156,"Five seasonal permanent sand volleyball courts by the Fraser River at Shaughnessy Street."
Spanish Banks East Volleyball Courts,spanish-banks-east-volleyball-vancouver,"4801 NW Marine Dr, Vancouver, BC V6T 1E2",ca_bc_vancouver,10,sand,true,false,true,true,false,49.2773836,-123.2237581,"Ten seasonal permanent beach volleyball courts plus space for temporary bring-your-own setups at Spanish Banks East."
Spanish Banks West Volleyball Courts,spanish-banks-west-volleyball-vancouver,"Spanish Banks West, Vancouver, BC V6T 1X8",ca_bc_vancouver,8,sand,true,false,true,true,false,49.2775024,-123.2227417,"Eight seasonal permanent beach volleyball courts plus space for temporary bring-your-own setups at Spanish Banks West."
Sunset Beach Volleyball,sunset-beach-volleyball-vancouver,"1204 Beach Ave, Vancouver, BC V6E 1V3",ca_bc_vancouver,,sand,true,false,true,true,false,49.2787413,-123.1378388,"Seasonal bring-your-own-poles-and-net beach volleyball space at Sunset Beach."
Ashbridges Bay and Woodbine Beach Volleyball Courts,ashbridges-woodbine-beach-volleyball-toronto,"1561 Lake Shore Blvd E, Toronto, ON M4L 3W6",ca_on_toronto,,sand,true,false,true,true,true,43.6625768,-79.3132386,"Large seasonal beach volleyball installation at Ashbridges Bay and Woodbine Beach, with more than 100 league setups in peak season and public pickup play."
Parc Jeanne-Mance Beach Volleyball Courts,parc-jeanne-mance-beach-volleyball-montreal,"4422 Avenue de l'Esplanade, Montréal, QC H2V 4K7",ca_qc_montreal,7,sand,true,false,true,true,false,45.5174146,-73.5868705,"Seven seasonal public beach volleyball courts; two have city-installed nets and five require a net."
Parc de l'Honorable-George-O'Reilly Beach Courts,george-oreilly-beach-volleyball-montreal,"7523 Boulevard LaSalle, Montréal, QC H8P 1X3",ca_qc_montreal,2,sand,false,false,true,true,false,45.4342285,-73.5873583,"Two reservable seasonal sand courts for beach volleyball or beach tennis."
Square Saint-Patrick Beach Volleyball Courts,square-saint-patrick-beach-volleyball-montreal,"1335 Rue Saint-Patrick, Montréal, QC H3K 1A4",ca_qc_montreal,3,sand,false,true,false,true,true,45.4889743,-73.5578900,"Three seasonal lighted beach volleyball courts with nets at Square Saint-Patrick."
Plage de l'Est Beach Volleyball Courts,plage-de-lest-beach-volleyball-montreal,"16240 Rue Bureau, Montréal, QC H1A 1Z5",ca_qc_montreal,2,sand,true,false,true,true,true,45.6980441,-73.4796108,"Two public beach volleyball courts at Plage de l'Est."
Mooney's Bay Beach Volleyball Courts,mooneys-bay-beach-volleyball-ottawa,"2960 Riverside Dr, Ottawa, ON K1V 8N4",ca_on_ottawa,20,sand,true,false,true,true,true,45.365235,-75.691067,"Twenty seasonal sand courts at Mooney's Bay, available for walk-in or rental play."
Britannia Beach Volleyball Courts,britannia-beach-volleyball-ottawa,"2805 Carling Ave, Ottawa, ON K2B 8K6",ca_on_ottawa,18,sand,true,false,true,true,true,45.364802,-75.801768,"Eighteen seasonal public sand courts at Britannia Beach, available for walk-in or rental play."
Petrie Island / Stuemer Park Beach Volleyball Courts,petrie-island-beach-volleyball-ottawa,"777 Tweddle Rd, Cumberland, ON",ca_on_ottawa,18,sand,true,false,false,true,true,45.505934,-75.489793,"Officially inventoried as Stuemer Park, this 18-court sand bank serves the Petrie Island beach complex and supports seasonal leagues and rentals."
Tuxedo Park Beach Volleyball Courts,tuxedo-park-beach-volleyball-calgary,"202 30 Ave NE, Calgary, AB T2E 2C1",ca_ab_calgary,4,sand,true,false,false,true,true,51.0780844,-114.0500996,"Four non-bookable public beach volleyball courts opened in Tuxedo Park in 2025."
Cowboys Park Beach Volleyball Courts,cowboys-park-beach-volleyball-calgary,"1220 9 Ave SW, Calgary, AB T3C 0H9",ca_ab_calgary,,sand,true,false,true,true,true,51.0453793,-114.0899297,"Public first-come beach volleyball courts in Cowboys Park, formerly Millennium Park; event closures can affect access."
John Fry Park Beach Volleyball Courts,john-fry-park-beach-volleyball-edmonton,"92 St and 28 Ave NW, Edmonton, AB",ca_ab_edmonton,14,sand,false,true,true,true,true,53.4613677,-113.4806512,"Fourteen outdoor beach volleyball courts used for Volleyball Alberta leagues and events."
Lendrum Indoor Beach Volleyball Courts,lendrum-indoor-beach-volleyball-edmonton,"11335 57 Ave NW, Edmonton, AB T6H 0Z9",ca_ab_edmonton,4,indoor_sand,false,true,true,true,true,53.4938125,-113.5245830,"Four indoor sand volleyball courts at Lendrum Community League."
Lendrum Outdoor Beach Volleyball Courts,lendrum-outdoor-beach-volleyball-edmonton,"11335 57 Ave NW, Edmonton, AB T6H 0Z9",ca_ab_edmonton,3,sand,false,true,true,true,true,53.4938125,-113.5245830,"Three outdoor sand volleyball courts at Lendrum Community League."
Rundle Park Beach Volleyball Courts,rundle-park-beach-volleyball-edmonton,"2909 113 Ave NW, Edmonton, AB T5W 0P3",ca_ab_edmonton,,sand,true,false,true,true,true,53.5670002,-113.4359084,"Public beach volleyball courts in Edmonton's Rundle Park."
Gary Martin Drive Park Beach Volleyball Courts,gary-martin-drive-beach-volleyball-bedford,"61 Gary Martin Dr, Bedford, NS B4B 0G7",ca_ns_halifax,4,sand,true,true,true,true,true,44.7251113,-63.7049871,"Four fenced and lighted outdoor beach volleyball courts at Gary Martin Drive Park."
JAM Sportsplex at Polson Pier,jam-sportsplex-polson-pier-toronto,"176 Cherry St, Toronto, ON M5A 1A4",ca_on_toronto,23,sand,false,true,true,true,true,43.640281,-79.352116,"Twenty-three maintained outdoor sand beach volleyball courts available for hourly rentals from May through September."
Volleyball Canada Beach High-Performance Centre,volleyball-canada-beach-centre-downsview-toronto,"75 Carl Hall Rd Unit 3, Toronto, ON M3K 2B9",ca_on_toronto,3,indoor_sand,false,true,true,true,true,43.748038,-79.474389,"Three indoor beach courts at Volleyball Canada's year-round national training centre; recreational leagues and rentals are offered through Beach Blast."
Caledonia Park Beach Volleyball Courts,caledonia-park-beach-volleyball-toronto,"400 Caledonia Rd, Toronto, ON M6E 4T5",ca_on_toronto,8,sand,false,false,false,true,true,43.7167,-79.4658,"Eight seasonal outdoor sand courts operated by Beach Blast for leagues, tournaments, rentals, and instruction."
Parc Jarry Beach Volleyball Courts,parc-jarry-beach-volleyball-montreal,"205 Rue Gary-Carter, Montréal, QC H2R 2V7",ca_qc_montreal,2,sand,false,false,true,true,true,45.533589,-73.630420,"Two seasonal unlighted beach volleyball courts with installed nets, available by reservation."
Plage Jean-Doré Beach Volleyball Courts,plage-jean-dore-beach-volleyball-montreal,"Plage Jean-Doré, Parc Jean-Drapeau, Montréal, QC",ca_qc_montreal,8,sand,false,false,true,true,true,45.499605,-73.524579,"Eight professional-quality beach volleyball courts with maintained sand and installed nets; beach admission applies and temporary event restrictions may reduce availability."
Laronde Park Sand Volleyball Courts,laronde-park-sand-volleyball-courts-surrey,"1806 130 St, Surrey, BC",ca_bc_vancouver,3,sand,true,false,false,true,false,49.1518260,-122.8622848,"Three public sand volleyball courts completed by the City of Surrey in September 2025."
Town Centre Park Sand Volleyball Courts,town-centre-park-sand-volleyball-courts-coquitlam,"1299 Pinetree Way, Coquitlam, BC V3B 7S4",ca_bc_vancouver,6,sand,true,false,true,true,true,49.2891118,-122.7899905,"Six public sand volleyball courts; a future master-plan phase proposes four, but the current facility still lists six."
Burnaby Fraser Foreshore Park Beach Volleyball Courts,burnaby-fraser-foreshore-park-beach-volleyball-courts,"7751 Fraser Park Dr, Burnaby, BC",ca_bc_vancouver,2,sand,true,false,true,true,false,49.1863358,-122.9909313,"Two public beach volleyball courts behind the group picnic sites, confirmed open during the park's 2026 partial closure."
Central Park Sand Volleyball Court,central-park-sand-volleyball-court-burnaby,"3883 Imperial St, Burnaby, BC",ca_bc_vancouver,1,sand,true,false,true,true,false,49.2308777,-123.0217265,"Public sand volleyball court between the Swangard Stadium parking lot and Central Park picnic area."
Bowen Park Sand Volleyball Courts,bowen-park-sand-volleyball-courts-nanaimo,"500 Bowen Rd, Nanaimo, BC",ca_bc_victoria,4,sand,false,false,true,true,true,49.1729192,-123.9565667,"Four reservable seasonal sand courts, normally set up April through September."
Juan de Fuca Recreation Centre Sand Volleyball Courts,juan-de-fuca-recreation-centre-sand-volleyball-courts-langford,"1089 Langford Pkwy, Langford, BC",ca_bc_victoria,3,sand,false,false,true,true,false,48.4431161,-123.5237207,"Three sand volleyball courts in the Juan de Fuca lower park recreation complex."
Shawnigan Wharf Park Beach Volleyball Court,shawnigan-wharf-park-beach-volleyball-court-shawnigan-lake,"2720 Heald Rd, Shawnigan Lake, BC",ca_bc_victoria,1,sand,true,false,true,true,false,48.6501033,-123.6256781,"Public volleyball court on Shawnigan Wharf Park's sandy beach, with seasonal toilet and parking lot."
Vic High Sand Courts,vic-high-sand-courts-victoria,"1260 Grant St, Victoria, BC",ca_bc_victoria,5,sand,false,false,false,true,true,48.4296537,-123.3466613,"Five new sand courts used by current 2026 Urban Rec and Vic Volley beach programs; access is schedule-based."
Sargent Park Beach Volleyball Centre,sargent-park-beach-volleyball-centre-winnipeg,"999 Sargent Ave, Winnipeg, MB R3E 3K6",ca_mb_winnipeg,,sand,false,false,true,true,true,49.8979767,-97.1804778,"City-built beach volleyball centre hosting Volleyball Manitoba's current 2026 youth and adult beach leagues."
Dakota Community Centre Beach Volleyball Courts,dakota-community-centre-beach-volleyball-courts-winnipeg,"1188 Dakota St, Winnipeg, MB",ca_mb_winnipeg,4,sand,true,false,true,true,true,49.8194572,-97.1015048,"Four regulation summer beach volleyball courts; public outside bookings after requesting access at the fieldhouse desk."
Steinbach Beach Volleyball Courts,steinbach-beach-volleyball-courts-steinbach,"Barkman Ave & Elmdale St, Steinbach, MB",ca_mb_winnipeg,,sand,true,true,false,true,true,49.5249100,-96.6794490,"Seasonal city beach volleyball courts installed in the downtown outdoor rink and confirmed open in May 2026."
Lundar Beach Provincial Park Volleyball Court,lundar-beach-provincial-park-volleyball-court-lundar,"Lundar Beach Provincial Park, Lundar, MB",ca_mb_winnipeg,1,sand,false,false,true,true,false,50.7241670,-98.2727780,"Beach volleyball court beside the Lake Manitoba swimming beach in Lundar Beach Provincial Park."
Saskatoon Sports Centre Beach Courts,saskatoon-sports-centre-beach-courts-saskatoon,"150 Nelson Rd, Saskatoon, SK",ca_sk_saskatoon,,sand,false,false,true,true,true,52.1483883,-106.5794144,"Current beach volleyball courts hosting 2026 youth and adult leagues; the operator does not publish a normal court count."
Estons Place Sand Volleyball Courts,estons-place-sand-volleyball-courts-north-battleford,"1501 Railway Ave E, North Battleford, SK S9A 3T4",ca_sk_saskatoon,3,sand,false,true,true,true,true,52.7561725,-108.2695135,"Three professional sand courts with lines, net systems, and night lighting, offering 2026 leagues and rentals."
Alfred Jenkins Field House Beach Volleyball Courts,alfred-jenkins-field-house-beach-volleyball-courts-prince-albert,"2787 10 Ave W, Prince Albert, SK S6V 6Z7",ca_sk_saskatoon,4,sand,false,false,true,true,true,53.1835886,-105.7803643,"Four rentable beach volleyball courts operated by the City of Prince Albert and used for current 2026 programs."
Regina Rugby Club Sand Volleyball Courts,regina-rugby-club-sand-volleyball-courts-regina,"4025 25th Ave, Regina, SK S4S 7J2",ca_sk_regina,,sand,false,false,true,true,true,50.4187269,-104.6291250,"Current Regina Summer Sand Volleyball League venue; a current normal court count is not published."
Valleyview Park CBVA Beach Courts,valleyview-park-cbva-beach-courts-calgary,"3073 30 Ave SE, Calgary, AB T2B 0L4",ca_ab_calgary,19,sand,true,false,true,true,true,51.0268848,-113.9791155,"Nineteen permanent outdoor beach courts, home of CBVA tournaments, programs, and free Friday drop-in."
Sax Centre Beach Courts,sax-centre-beach-courts-calgary,"3540 48 Ave NE, Calgary, AB T3J 5K2",ca_ab_calgary,15,sand,false,true,true,true,true,51.1057518,-113.9823365,"Fifteen outdoor beach courts open in 2026; planned indoor courts are not included."
The Beach YYC,the-beach-yyc-calgary,"3030-2600 Portland St SE, Calgary, AB T2G 4M6",ca_ab_calgary,,indoor_sand,false,true,true,true,true,51.0317099,-114.0305301,"Year-round indoor beach volleyball facility with real sand; operator pages conflict between five and six courts, so count is blank."
